BrandName,Details,Sizes,MRP,SellPrice,Discount,Category,Colour,Tokenized_Details
life,printed square neck viscose womens regular dress,"Size:Large,Medium,Small,X-Large,X-Small",1299.0,649.0,50.0,regular dress,off white,"['printed', 'square', 'neck', 'viscose', 'womens', 'regular', 'dress']"
rare,solid polyester square neck womens regular top,"Size:Large,Small",1599.0,639.0,60.0,regular top,white,"['solid', 'polyester', 'square', 'neck', 'womens', 'regular', 'top']"
rare,stripes cold shoulder polyester womens calf length jumpsuits,"Size:Large,Medium,X-Large",2099.0,944.0,55.0,calf length jumpsuits,navy,"['stripes', 'cold', 'shoulder', 'polyester', 'womens', 'calf', 'length', 'jumpsuits']"
zink london,solid cotton off shoulder womens dress,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",2799.0,1399.0,50.0,dress,green,"['solid', 'cotton', 'shoulder', 'womens', 'dress']"
fratini,solid round neck viscose womens regular top,"Size:Large,Medium,Small,X-Large,XX-Large",1499.0,749.0,50.0,regular top,peach,"['solid', 'round', 'neck', 'viscose', 'womens', 'regular', 'top']"
cover story,solid rayon nylon spandex round neck womens dress,"Size:Large,Medium,Small,X-Large,X-Small",3490.0,2443.0,30.0,dress,black,"['solid', 'rayon', 'nylon', 'spandex', 'round', 'neck', 'womens', 'dress']"
only,textured polyester womens top,"Size:34,36,38,40,42",2299.0,1609.0,30.0,top,pink,"['textured', 'polyester', 'womens', 'top']"
vero moda,solid viscose regular fit womens casual pants,"Size:Large,Medium,Small,X-Large,X-Small",2499.0,1499.0,40.0,casual pants,black,"['solid', 'viscose', 'regular', 'fit', 'womens', 'casual', 'pants']"
latin quarters,dyed v-neck nylon womens regular knit top,"Size:S,M,L,XL,X-Small",1499.0,1049.0,30.0,regular knit top,black,"['dyed', 'v-neck', 'nylon', 'womens', 'regular', 'knit', 'top']"
life,solid cotton round neck womens regular t-shirt,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",399.0,199.0,50.0,regular t-shirt,olive,"['solid', 'cotton', 'round', 'neck', 'womens', 'regular', 't-shirt']"
zink london,floral sweetheart neck polyester womens a-line dress,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",2299.0,1149.0,50.0,a-line dress,green,"['floral', 'sweetheart', 'neck', 'polyester', 'womens', 'a-line', 'dress']"
zink london,printed polyester square neck womens dress,"Size:Large,Medium,X-Large",2199.0,1319.0,40.0,dress,yellow,"['printed', 'polyester', 'square', 'neck', 'womens', 'dress']"
altlife,printed regular fit womens active wear dress,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",999.0,499.0,50.0,active wear dress,nude,"['printed', 'regular', 'fit', 'womens', 'active', 'wear', 'dress']"
infuse,skinny fit ankle length cotton lycra womens jeans,"Size:26,28,30,32,34,36",1499.0,599.0,60.0,jeans,indigo,"['skinny', 'fit', 'ankle', 'length', 'cotton', 'lycra', 'womens', 'jeans']"
latin quarters,dyed v-neck rayon womens regular blouse,"Size:S,M",1399.0,699.0,50.0,regular blouse,black,"['dyed', 'v-neck', 'rayon', 'womens', 'regular', 'blouse']"
faballey,floral halter neck lace womens mini dress,"Size:Large,Medium,Small,X-Large,X-Small",2450.0,1960.0,20.0,mini dress,blue,"['floral', 'halter', 'neck', 'lace', 'womens', 'mini', 'dress']"
allen solly,solid cotton round neck womens top,"Size:Large,Medium,Small,X-Large",1699.0,1019.0,40.0,top,orange,"['solid', 'cotton', 'round', 'neck', 'womens', 'top']"
life,womens cotton round neck printed tees,"Size:Medium,Small,X-Small",499.0,249.0,50.0,cotton round neck printed tees,mint,"['womens', 'cotton', 'round', 'neck', 'printed', 'tees']"
stop,solid round neck polyester womens woven top,Size:Small,1299.0,649.0,50.0,woven top,peach,"['solid', 'round', 'neck', 'polyester', 'womens', 'woven', 'top']"
only,embroidery cotton womens t-shirt,"Size:Large,Medium,Small,X-Large,X-Small",1499.0,749.0,50.0,t-shirt,pink,"['embroidery', 'cotton', 'womens', 't-shirt']"
vero moda,printed viscose v-neck womens top,"Size:Large,Medium,Small,X-Large,X-Small",2299.0,1379.0,40.0,top,black,"['printed', 'viscose', 'v-neck', 'womens', 'top']"
and,printed nylon v neck womens casual jacket,Size:8,5499.0,2749.0,50.0,casual jacket,cream,"['printed', 'nylon', 'v', 'neck', 'womens', 'casual', 'jacket']"
enamor,cotton blend womens lounge pants,"Size:XL,Large,Medium,Small,XX-Large",949.0,664.0,30.0,lounge pants,navy,"['cotton', 'blend', 'womens', 'lounge', 'pants']"
van heusen,printed modal round neck womens dress,"Size:Large,Medium,Small,X-Large,X-Small",2499.0,999.0,60.0,dress,pink,"['printed', 'modal', 'round', 'neck', 'womens', 'dress']"
and,solid cotton round neck womens regular dress,"Size:8,10,12,14,18",2699.0,2429.0,10.0,regular dress,lilac,"['solid', 'cotton', 'round', 'neck', 'womens', 'regular', 'dress']"
faballey,solid v neck georgette womens maxi dress,"Size:Large,Medium,Small,X-Small",2500.0,2000.0,20.0,maxi dress,pink,"['solid', 'v', 'neck', 'georgette', 'womens', 'maxi', 'dress']"
dolce crudo,womens skinny fit power of positivity jeans,"Size:26,28,32,34",2349.0,939.0,60.0,skinny fit power of positivity jeans,black,"['womens', 'skinny', 'fit', 'power', 'positivity', 'jeans']"
altlife,colour block cotton regular neck womens t-shirt,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",599.0,299.0,50.0,t-shirt,white,"['colour', 'block', 'cotton', 'regular', 'neck', 'womens', 't-shirt']"
latin quarters,dyed cotton regular womens casual wear pants,"Size:S,L",1750.0,799.0,54.0,casual wear pants,blue,"['dyed', 'cotton', 'regular', 'womens', 'casual', 'wear', 'pants']"
and,floral polyester v neck womens regular top,"Size:8,10,12,14,16,18",2099.0,1679.0,20.0,regular top,blue,"['floral', 'polyester', 'v', 'neck', 'womens', 'regular', 'top']"
sera,womens regular fit printed v neck fit and flare dress,Size:Small,1694.0,677.0,60.0,regular fit printed v neck fit and flare dress,off white,"['womens', 'regular', 'fit', 'printed', 'v', 'neck', 'fit', 'flare', 'dress']"
magre,solid satin cowl neck womens sheath dress,"Size:Large,Medium,Small,X-Small",3890.0,2139.0,45.0,sheath dress,cream,"['solid', 'satin', 'cowl', 'neck', 'womens', 'sheath', 'dress']"
van heusen,regular fit regular cotton womens casual shorts,"Size:26,28,30,32,34",999.0,799.0,20.0,casual shorts,black,"['regular', 'fit', 'regular', 'cotton', 'womens', 'casual', 'shorts']"
only,stripes cotton round neck womens t-shirt,"Size:Large,Medium,Small,X-Large,X-Small",1299.0,779.0,40.0,t-shirt,red,"['stripes', 'cotton', 'round', 'neck', 'womens', 't-shirt']"
life,solid slim fit polyester blend womens active wear tights,"Size:28,30,32,34,36",1299.0,649.0,50.0,active wear tights,black,"['solid', 'slim', 'fit', 'polyester', 'blend', 'womens', 'active', 'wear', 'tights']"
and,solid polyester round neck womens regular top,"Size:8,10,12,14,16,18",1899.0,1519.0,20.0,regular top,blush,"['solid', 'polyester', 'round', 'neck', 'womens', 'regular', 'top']"
zink london,printed rayon womens shift dress,"Size:Large,Medium,Small",2299.0,919.0,60.0,shift dress,black,"['printed', 'rayon', 'womens', 'shift', 'dress']"
kraus,skinny crop length cotton blend womens regular jeans,"Size:28,30,32,34,36,38",1895.0,947.0,50.0,regular jeans,blue,"['skinny', 'crop', 'length', 'cotton', 'blend', 'womens', 'regular', 'jeans']"
lovegen,womens collared slub embroidered shirt,"Size:Large,Small",1299.0,389.0,70.0,collared slub embroidered shirt,green,"['womens', 'collared', 'slub', 'embroidered', 'shirt']"
vero moda,solid polyester straight fit womens pants,"Size:Large,Medium,Small,X-Large,X-Small",3499.0,2449.0,30.0,pants,yellow,"['solid', 'polyester', 'straight', 'fit', 'womens', 'pants']"
madame,printed polyester v neck womens top,"Size:Medium,Small,X-Large,XX-Large",1799.0,1259.0,30.0,top,apple green,"['printed', 'polyester', 'v', 'neck', 'womens', 'top']"
zink london,solid polyester round neck womens top,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",1599.0,959.0,40.0,top,white,"['solid', 'polyester', 'round', 'neck', 'womens', 'top']"
zink london,lace polyester v neck womens dress,"Size:Large,Medium,Small,X-Small",2499.0,1499.0,40.0,dress,green,"['lace', 'polyester', 'v', 'neck', 'womens', 'dress']"
altlife,solid polyester blend womens active wear bralette,"Size:Large,Medium,Small,X-Large,X-Small",899.0,449.0,50.0,active wear bralette,old rose,"['solid', 'polyester', 'blend', 'womens', 'active', 'wear', 'bralette']"
latin quarters,printed polyester womens regular dress,"Size:S,M,L,XL,XX-Large",2899.0,1449.0,50.0,regular dress,ivory,"['printed', 'polyester', 'womens', 'regular', 'dress']"
zink london,solid polyester regular fit womens casual skirt,"Size:Large,Medium,Small",1999.0,999.0,50.0,casual skirt,pink,"['solid', 'polyester', 'regular', 'fit', 'womens', 'casual', 'skirt']"
rare,printed sweetheart neck polyester womens fit and flare dress,"Size:Large,Medium,Small,X-Large,X-Small",2499.0,999.0,60.0,fit and flare dress,navy,"['printed', 'sweetheart', 'neck', 'polyester', 'womens', 'fit', 'flare', 'dress']"
sera,womens black printed woven a-line dress,Size:Small,1294.0,647.0,50.0,black printed woven a-line dress,black,"['womens', 'black', 'printed', 'woven', 'a-line', 'dress']"
forever new,solid polyester womens top,"Size:6,8,10,12",3200.0,2240.0,30.0,top,white,"['solid', 'polyester', 'womens', 'top']"
faballey,printed sleeveless crepe womens regular length jumpsuit,"Size:Large,Medium,Small,X-Small",2400.0,1920.0,20.0,regular length jumpsuit,green,"['printed', 'sleeveless', 'crepe', 'womens', 'regular', 'length', 'jumpsuit']"
infuse,graphic polyester round neck womens crop fit top,"Size:Large,Medium,Small,X-Large,X-Small",999.0,499.0,50.0,crop fit top,mint,"['graphic', 'polyester', 'round', 'neck', 'womens', 'crop', 'fit', 'top']"
and,floral cotton square neck womens straight top,"Size:8,10,12,14,16,18",1699.0,1359.0,20.0,straight top,lemon,"['floral', 'cotton', 'square', 'neck', 'womens', 'straight', 'top']"
life,embroidered round neck tencel womens regular top,"Size:Large,Medium,Small,X-Large,X-Small",1299.0,649.0,50.0,regular top,blue,"['embroidered', 'round', 'neck', 'tencel', 'womens', 'regular', 'top']"
altlife,printed skinny fit cotton stretch womens active wear tights,"Size:28,30,32,34,36",1299.0,649.0,50.0,active wear tights,black,"['printed', 'skinny', 'fit', 'cotton', 'stretch', 'womens', 'active', 'wear', 'tights']"
life,striped polyester blend collar neck womens a-line dress,"Size:Large,Medium,Small,X-Large,X-Small",1699.0,849.0,50.0,a-line dress,blue,"['striped', 'polyester', 'blend', 'collar', 'neck', 'womens', 'a-line', 'dress']"
cover story,solid polyester lurex square neck womens top,"Size:Large,Medium,Small,X-Small",1790.0,1253.0,30.0,top,pink,"['solid', 'polyester', 'lurex', 'square', 'neck', 'womens', 'top']"
life,skinny fit ankle length cotton lycra womens tights,"Size:28,30,32,34,36",999.0,499.0,50.0,tights,black,"['skinny', 'fit', 'ankle', 'length', 'cotton', 'lycra', 'womens', 'tights']"
sera,womens regular fit printed v neck fit and flare dress,"Size:Large,Medium,Small,X-Large",1898.0,759.0,60.0,regular fit printed v neck fit and flare dress,natural,"['womens', 'regular', 'fit', 'printed', 'v', 'neck', 'fit', 'flare', 'dress']"
zink london,printed regular fit polyester womens casual trousers,"Size:Large,Medium,X-Large",1899.0,759.0,60.0,casual trousers,grey,"['printed', 'regular', 'fit', 'polyester', 'womens', 'casual', 'trousers']"
madame,mid wash denim slim fit womens jeans,"Size:26,28,30,32,34",2899.0,1739.0,40.0,jeans,navy,"['mid', 'wash', 'denim', 'slim', 'fit', 'womens', 'jeans']"
latin quarters,dyed v-neck polyester womens regular dress,Size:XX-Large,2899.0,1449.0,50.0,regular dress,mustard,"['dyed', 'v-neck', 'polyester', 'womens', 'regular', 'dress']"
forever new,solid polyester round neck womens top,Size:6,4600.0,3680.0,20.0,top,porcelain,"['solid', 'polyester', 'round', 'neck', 'womens', 'top']"
faballey,solid crepe regular fit womens flared trousers,"Size:Large,Medium,Small,X-Small",1950.0,975.0,50.0,flared trousers,blue,"['solid', 'crepe', 'regular', 'fit', 'womens', 'flared', 'trousers']"
kraus,clean look cotton blend wide fit womens jeans,"Size:28,30,32,34,36",1495.0,1046.0,30.0,jeans,black,"['clean', 'look', 'cotton', 'blend', 'wide', 'fit', 'womens', 'jeans']"
zink london,floral polyester v neck womens regular top,"Size:Large,Medium,X-Small",1499.0,899.0,40.0,regular top,off white,"['floral', 'polyester', 'v', 'neck', 'womens', 'regular', 'top']"
altlife,jacquard polyester regular neck womens t-shirt,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",799.0,399.0,50.0,t-shirt,black,"['jacquard', 'polyester', 'regular', 'neck', 'womens', 't-shirt']"
life,printed cotton round neck womens regular t-shirt,"Size:Large,Medium,Small,X-Large,X-Small",499.0,249.0,50.0,regular t-shirt,white,"['printed', 'cotton', 'round', 'neck', 'womens', 'regular', 't-shirt']"
life,printed viscose blend round neck womens a-line dress,"Size:Large,Medium,Small,X-Large,X-Small",1499.0,749.0,50.0,a-line dress,sage,"['printed', 'viscose', 'blend', 'round', 'neck', 'womens', 'a-line', 'dress']"
and,checks viscose shirt collar womens a-line top,"Size:8,10",1699.0,849.0,50.0,a-line top,navy,"['checks', 'viscose', 'shirt', 'collar', 'womens', 'a-line', 'top']"
cover story,solid polyester round neck womens sweatshirt,"Size:Large,Medium,Small,X-Large",1990.0,995.0,50.0,sweatshirt,pink,"['solid', 'polyester', 'round', 'neck', 'womens', 'sweatshirt']"
zink london,abstract polyester round neck womens top,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",1599.0,959.0,40.0,top,mustard,"['abstract', 'polyester', 'round', 'neck', 'womens', 'top']"
only,solid cotton womens t-shirt,"Size:Large,Medium,Small,X-Large,X-Small",1799.0,1079.0,40.0,t-shirt,yellow,"['solid', 'cotton', 'womens', 't-shirt']"
altlife,printed cotton stretch regular neck womens sweatshirt,"Size:Large,Medium,Small,X-Large,X-Small",1299.0,649.0,50.0,sweatshirt,dusty pink,"['printed', 'cotton', 'stretch', 'regular', 'neck', 'womens', 'sweatshirt']"
rare,solid polyester sweetheart neck womens regular fit top,"Size:Large,Medium,Small,X-Large",1599.0,639.0,60.0,regular fit top,black,"['solid', 'polyester', 'sweetheart', 'neck', 'womens', 'regular', 'fit', 'top']"
life,striped cotton blend wide neck womens a-line dress,"Size:Large,Medium,Small,X-Large,X-Small",1499.0,749.0,50.0,a-line dress,yellow,"['striped', 'cotton', 'blend', 'wide', 'neck', 'womens', 'a-line', 'dress']"
vero moda,solid shirt collar cotton womens casual shirt,"Size:Large,Medium,Small,X-Large,X-Small",2299.0,1839.0,20.0,casual shirt,orange,"['solid', 'shirt', 'collar', 'cotton', 'womens', 'casual', 'shirt']"
vero moda,solid polyester slim fit womens pants,"Size:Large,Medium,Small,X-Large,X-Small",3799.0,3039.0,20.0,pants,blue,"['solid', 'polyester', 'slim', 'fit', 'womens', 'pants']"
only,self design polyester round neck womens top,"Size:34,36,38,40,42",2499.0,1499.0,40.0,top,red,"['self', 'design', 'polyester', 'round', 'neck', 'womens', 'top']"
magre,solid polyester blend regular fit womens casual pants,"Size:Large,Medium,Small,X-Small",2390.0,1434.0,40.0,casual pants,blue,"['solid', 'polyester', 'blend', 'regular', 'fit', 'womens', 'casual', 'pants']"
109f,womens v- neck short dress,"Size:Medium,Small,X-Large,XX-Large",1899.0,569.0,70.0,v- neck short dress,yellow,"['womens', 'v-', 'neck', 'short', 'dress']"
crimsoune club,solid cotton blend collared womens shirt,"Size:Large,X-Large",1399.0,979.0,30.0,shirt,blue,"['solid', 'cotton', 'blend', 'collared', 'womens', 'shirt']"
enamor,cotton blend fleece womens active wear track pants,"Size:XL,Large,Medium,Small,XX-Large",1599.0,1119.0,30.0,active wear track pants,burnt orange,"['cotton', 'blend', 'fleece', 'womens', 'active', 'wear', 'track', 'pants']"
life,solid tencel collar neck womens regular top,"Size:Large,Medium,Small,X-Large,X-Small",1199.0,599.0,50.0,regular top,natural,"['solid', 'tencel', 'collar', 'neck', 'womens', 'regular', 'top']"
faballey,solid polyester regular fit womens casual pants,"Size:Large,Medium,Small,X-Large,X-Small",1950.0,1560.0,20.0,casual pants,green,"['solid', 'polyester', 'regular', 'fit', 'womens', 'casual', 'pants']"
faballey,solid crepe womens regular top,"Size:Small,X-Small",739.0,369.0,50.0,regular top,green,"['solid', 'crepe', 'womens', 'regular', 'top']"
latin quarters,solid 100% polyester round neck womens blouson casual top,Size:L,1499.0,499.0,67.0,blouson casual top,natural,"['solid', '100%', 'polyester', 'round', 'neck', 'womens', 'blouson', 'casual', 'top']"
allen solly,solid polyester regular fit womens trousers,"Size:28,30,32,34",1999.0,1599.0,20.0,trousers,black,"['solid', 'polyester', 'regular', 'fit', 'womens', 'trousers']"
adidas,stripes slim fit polyester womens athleisure track pants,"Size:Large,Medium,Small,X-Large,X-Small",2499.0,1749.0,30.0,athleisure track pants,blue,"['stripes', 'slim', 'fit', 'polyester', 'womens', 'athleisure', 'track', 'pants']"
zink london,embroidered cotton v neck womens dress,"Size:Large,Medium,Small,X-Large,XX-Large",3499.0,2099.0,40.0,dress,natural,"['embroidered', 'cotton', 'v', 'neck', 'womens', 'dress']"
zink london,printed polyester v neck womens top,"Size:Large,Medium,Small,X-Large",1499.0,899.0,40.0,top,off white,"['printed', 'polyester', 'v', 'neck', 'womens', 'top']"
infuse,regular fit thigh length cotton womens loungewear shorts,"Size:28,30,32,34,36",499.0,199.0,60.0,loungewear shorts,grey melange,"['regular', 'fit', 'thigh', 'length', 'cotton', 'womens', 'loungewear', 'shorts']"
dolce crudo,womens a-line as fresh as the ocean denim dress blue,"Size:Medium,Small,X-Large,X-Small",2499.0,1124.0,55.0,a-line as fresh as the ocean denim dress blue,blue,"['womens', 'a-line', 'fresh', 'ocean', 'denim', 'dress', 'blue']"
zink london,printed cotton collar neck womens top,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",1599.0,799.0,50.0,top,yellow,"['printed', 'cotton', 'collar', 'neck', 'womens', 'top']"
